id,word_id,meaning
1203,809,hit lightly
1204,809,tap
1205,810,slapped
1206,810,be slapped
1207,811,get to shore (plural)
1208,812,mussel
1209,813,cut off
1210,814,cut it
1211,815,gaff hook
1212,816,receive a gift
1213,817,pull it out (s/he pulls it out)
1214,818,stand something up
1215,818,line it up
1216,819,"put up, cause to be put up"
1217,820,slippery
1218,820,slimy
1219,821,slippery
1220,821,be slippery
1221,821,smooth
1222,822,fill
1223,822,to fill
1224,823,scythe
1225,824,fill it
1226,824,to fill it
1227,825,cut wood
1228,825,chop wood
1229,826,heal
1230,826,be healed
1231,826,worked on
1232,826,nursed
1233,826,being cured by someone
1234,827,heal
1235,827,be healed
1236,827,be cured
1237,828,pecking
1238,828,be pecking (as bird)
1239,829,bat (chiroptera)
1240,830,"sparkle, shine"
1241,831,shine
1242,831,sparkle
1243,832,wearing clothes
1244,833,freeze water
1245,834,getting to shore: going ashore
1246,835,hurrying
1247,835,be hurrying
1248,836,hurrying soneone
1249,837,Placename: flats (near sea between Duncan & Mill Bay?)
1250,838,spit
1251,838,saliva
1252,839,rain hat
1253,840,China hat (edible limpet)
1254,841,sting
1255,841,(as a bee's sting)
1256,842,shoot it
1257,843,she/he/they shoot it
1258,844,shoot
1259,844,to shoot
1260,844,shoot with a gun
1261,845,detach the body
1262,846,"1. Placename: This name, meaning “two pieces torn apart refers to these two small islands off the western shore of Esquimalt Harbour, now called Smart (the northern one) and Macarthy. Edward Joe mentioned the two islands"
1263,847,dentist
1264,848,"take out, remove"
1265,849,moonlight
1266,850,snore
1267,851,warm
1268,851,be warm
1269,851,hot
1270,852,herring rake
1271,853,thirty
1272,854,bailer
1273,854,canoe bailer
1274,855,abandon on purpose
1275,855,leave behind
1276,856,freeze
1277,857,freeze it
1278,857,cause it to be frozen
1279,858,frozen by something
1280,859,"pick (berries, hops, etc.)"
1281,860,rain
1282,860,to rain
1283,861,rain (to rain)
1284,862,shoot
1285,863,shoot
1286,863,behead
1287,863,sting
1288,864,stung
1289,864,be beheaded
1290,864,shot
1291,865,shoot it
1292,866,eyebrows
1293,866,eyelashes
1294,866,eye lid
1295,867,edible seaweed
1296,867,red laver (c.f. ɬəq̓əs) (as pronounce by NW and EG)
1297,868,thirty-two
1298,869,thirty-three
1299,870,thirty-five
1300,871,thirty-one
1301,872,thirty-four
1302,873,thirty-eight
1303,874,thirty-nine
1304,875,thirty-six
1305,876,thirty-seven
1306,877,s/he cut it
1307,878,pacify
1308,878,comfort someone
1309,879,dancer (old dancer)
1310,880,fully initiated dancer
1311,881,that's enough
1312,881,stop it!
1313,882,kelp
1314,883,alright
1315,883,to be enough
1316,883,be acceptable
1317,883,fine
1318,884,downward
1319,884,down hill
1320,884,go under (water)
1321,885,island
1322,886,sink to the bottom
1323,887,downhill
1324,888,also
1325,888,again
1326,889,invite to a feast
1327,890,stomach
1328,890,abdomen
1329,890,belly
1330,891,troll for fish
1331,892,stalked
1332,892,being stalked or snuck up on
1333,893,brother or sister
1334,894,"tray ""long plate"""
1335,895,"January: ""long moon"""
1336,896,belly
1337,896,bowels
1338,897,again
1339,898,box
1340,898,big box
1341,898,chest
1342,899,"Placename: Tl’ikwe’nung. This name meant Indian peas, probably after a food that was traditionally harvested on Trail island."
1343,900,"running away, be running away"
1344,901,"seek it, look for it"
1345,902,look for
1346,902,seek
1347,902,be saught or looke for
1348,903,small island
1349,904,spill over
1350,904,be spilled
1351,905,spill
1352,905,scatter
1353,906,"miscarry, abort (in pregnancy)"
1354,907,"plough, to plough"
1355,908,cover something
1356,909,scarf
1357,909,head scarf
1358,910,cover the head (head is covered)
1359,911,"beaten, defeated, be defeated or beaten"
1360,912,extinguishing it
1361,912,putting it out
1362,913,corrected
1363,913,made right
1364,913,made to be enough
1365,914,"Placename: small island off the eastern side of sc̓náʔəŋ (Catham) island, south of škʷəkáykalθ. Also spelled Tlappas (Grant Keddie 2003 p.54)"
1366,915,the following day
1367,916,feeling it (physically)
1368,917,"deny, to deny"
1369,918,"below, low"
1370,919,deep below
1371,920,goose
1372,921,blind
1373,921,be blind
1374,922,salty
1375,922,be salty
1376,923,salt water
1377,924,feast
1378,924,to feast (unconfirmed)
1379,925,"Placename: This fishing site off what is now called Otter Point was a T’sou-ke site, owned by a man named Spooit-hw."
1380,926,stingy
1381,927,sneak up on something or someone
1382,928,"belt, a belt"
1383,929,deep (to be deep)
1384,930,deep
1385,930,be deep
1386,931,go downhill
1387,932,sneaking up on something (continously)
1388,933,go out
1389,933,die out (as fire)
1390,934,stick many things
1391,935,shovel-nosed canoe
1392,936,short haired
1393,937,"short, be short or shorter"
1394,938,islands
1395,939,box
1396,939,little box
1397,940,shovel-nosed canoe (small)
1398,941,Placename: area north of kʷəstəw̓əč village and south of Cowichan Head in Cordoba Bay.
1399,942,Long house in which potlatches are held
1400,943,new dancer strip
1401,944,long
1402,945,long haired
1403,946,tall
1404,946,be tall
1405,946,be taller than
1406,947,milt
1407,948,stiff
1408,948,be hard
1409,949,potlatch
1410,949,to hold a potlatch
1411,950,"cougar,mountain lion, Felis concolor. Cougars were not purposely hunted but would be eaten if killed while hunting for other animals (Barnett 1955:63).<br />"
1412,951,sticky
1413,951,to be sticky
1414,952,oyster
1415,953,"very small, be very small"
1416,953,little bit
1417,954,packing
1418,955,gall
1419,956,father
1420,956,when speaking to (addressing) your father
1421,956,grandfather
1422,957,father
1423,958,confess
1424,958,"go to court (from Eng. ""my Lord"""
1425,959,judge
1426,960,cup
1427,961,"cents (from Eng. ""bit"")"
1428,962,calf
1429,963,duck
1430,963,chicken
1431,963,poultry
1432,964,deer
1433,964,Odocoileus spp.
1434,965,hurt
1435,965,"be hurting, in pain"
1436,966,Placename: Malahat
1437,967,small
1438,967,"be small, little"
1439,968,funeral potlatch
1440,968,go to a funeral potlatch
1441,969,forget
1442,969,forgetting
1443,970,orphan
1444,971,our father
1445,972,small
1446,972,"be small, little"
1447,973,crush
1448,974,dance (traditional dance)
1449,975,big house: dance house
1450,976,"1. Placename: Means warmed by the sun. This place was an open meadow in Beacon Hill Park “where people sat to have their bellies warmed in summer” (JF). They would also a play a shinny game called qoqʷi’als, where sticks are"
1451,977,cow
1452,978,basket
1453,979,all
1454,979,all of us/you/them
1455,979,every
1456,979,everything
1457,980,everyone (all of them)
1458,981,daily (every day)
1459,982,everything
1460,983,pile it up
1461,983,heap it up
1462,983,make a pile
1463,984,pile
1464,984,heap
1465,985,potlatch (to be holding a funeral potlatch)
1466,986,1. Placename: This was the name for the Macaulay Point between Victoria Harbour and Esquimalt Harbour. It was the only reef-net location within Xwsepsum territory. There are other reef net locations across Haro strait on San
1467,987,wedding
1468,987,marry
1469,987,get married
1470,988,ducks
1471,989,roll oneself over
1472,990,"revenge (get revenge), get even"
1473,991,faint
1474,991,to faint
1475,992,avenge oneself
1476,992,get revenge
1477,993,deer (plural)
1478,993,Odocoileus spp.
1479,994,Stonehead People
1480,995,coffin
1481,996,be full
1482,996,satiated
1483,996,be full (of food)
1484,997,"1. Placename: Village site along the eastern shore of Becher Bay. Gunther, who was writing in 1900 said there was a village named Muq!o’os on the eastern shore of the bay. However, Wilson Duff learned from his informants that"
1485,998,Placename: Musqueam
1486,999,fold in
1487,1000,Placename: Victoria
1488,1001,belly button (navel)
1489,1002,claim
1490,1003,pick up from ground
1491,1004,saw-mill
1492,1004,mill
1493,1005,self
1494,1005,"myself/himself, etc"
1495,1006,rain cape
1496,1007,fat
1497,1007,be fat
1498,1007,be made fat
1499,1008,name it
1500,1009,he named it
1501,1010,it is
1502,1010,also shows as nəʔ
1503,1011,being named
1504,1011,being called
1505,1012,changed
1506,1012,be different
1507,1013,colourful
1508,1014,it
1509,1014,one
1510,1014,the one
1511,1014,this one (thrid person pronoun)
1512,1015,who is he?
1513,1016,he went to bed (to sleep)
1514,1017,she used to cry
1515,1018,goes duck hunting
1516,1019,it is
1517,1020,"1. Placename: This fishing site at what is now called Beechey Head, was one of those shared between the Klallam chief Tl’eixum and his T’sou-ke uncle Tl’exchtun. They camped in mat houses while fishing off this point (Suttles"
1518,1021,fat
1519,1021,be very fat
1520,1021,fat people
1521,1022,oil
1522,1022,lubricate
1523,1023,one person
1524,1024,come for (?)
1525,1025,named
1526,1025,be named
1527,1025,be called something
1528,1026,name a person
1529,1027,they call it
1530,1027,they're calling it (they̓re referring to it as...)
1531,1028,one hundred
1532,1029,be changed
1533,1029,changed into
1534,1029,turned into
1535,1030,some
1536,1031,soft
1537,1031,be soft
1538,1032,foreign people
1539,1033,foreign group
1540,1033,not one's own people
1541,1033,strangers
1542,1034,neighbour (other house)
1543,1035,"once, at once, at one time"
1544,1036,one together (together as one)
1545,1037,visiting
1546,1038,laugh at oneself
1547,1039,laugh at
1548,1040,change oneself into something
1549,1041,neighbour
1550,1042,name a person
1551,1043,fall asleep
1552,1044,nod one's head at something/one
1553,1045,"you folks, you (plural)"
1554,1046,reddish brown
1555,1047,red
1556,1047,reddish-brown
1557,1048,neighbours
1558,1049,many laugh
1559,1050,couple
1560,1050,a pair
1561,1051,fold it in
1562,1051,close it up
1563,1051,bring the sides together
1564,1052,my father
1565,1053,obeyed
1566,1053,be followed
1567,1054,mountain goat
1568,1055,"laughing (be always laughing), laugh a lot"
1569,1056,really
1570,1057,1. Placename: Duff (151:5) states this village name is “another rendition of “Klallam”. It is one of the three villages Hill-Tout (1907:307) says were in Chowits’en Bay. One reason it may have been near to this area was the
1571,1058,green
1572,1058,yellow
1573,1059,"black, purple"
1574,1060,black powder
1575,1061,"mine, it is mine"
1576,1062,wife (my wife)
1577,1063,I love/want/need/like (lit. my love/etc.)
1578,1064,provider
1579,1064,be a good provider
1580,1065,brown
1581,1066,red
1582,1067,siblings (my siblings)
1583,1068,oil hair
1584,1069,have one's hair oiled
1585,1069,be annointed with oil
1586,1070,my mother
1587,1071,enter
1588,1071,come in
1589,1072,biter
1590,1072,someone who habitually bites
1591,1073,dancer
1592,1074,carrier
1593,1074,porter
1594,1075,grey (colour)
1595,1076,arrow (my arrow)
1596,1076,bow (yə́čt KLM)
1597,1077,prefix indicates colour
1598,1078,my
1599,1078,mine (first person posessive prefix)
1600,1079,pus
1601,1080,laugh (to laugh)
1602,1081,you
1603,1081,2nd person singular pronoun
1604,1082,together
1605,1082,to be two
1606,1082,to be together
1607,1083,dive
1608,1084,enter it: put it inside
1609,1085,pay for anything
1610,1086,First Narions reserve
1611,1087,swallow
1612,1088,"eat, chew"
1613,1089,chew
1614,1090,snow on the ground
1615,1091,grouse (blue)
1616,1092,erect
1617,1092,stand up (as a pole)
1618,1093,wait for someone
1619,1094,waiting
1620,1095,nod one's head (when falling asleep)
1621,1096,nod
1622,1096,to cause one's head to nod in assent or recognition
1623,1097,children
1624,1097,all (my) children
1625,1098,crowd
1626,1098,"be a group, a crowd"
1627,1098,to be crowded See /-yéč̓/
1628,1099,"many, lot, plenty"
1629,1100,pack of wolves
1630,1101,four
1631,1102,four hundred
1632,1103,forty
1633,1104,forty-one
1634,1105,louse
1635,1106,"four at a time, four at once"
1636,1107,Nitinat person
1637,1108,four at a time
1638,1108,"group of four, four humans"
1639,1109,WestCoast people (Indigenous)
1640,1110,four times
1641,1111,"son or daughter, offspring, child"
1642,1112,noses
1643,1113,nose
1644,1114,gun
1645,1114,rifle
1646,1115,roasting stick
1647,1115,forked stick for cooking over the fire
1648,1116,cat
1649,1117,lizard
1650,1118,sand
1651,1119,"Placename: currently called Mount Douglas, the highest mountain in cəliʔɫčə (South Saanich) territory. means ""white head"". This was traditionally a sacred mountain."
1652,1120,grey
1653,1121,"mat, rug, floor mat. Cedar bark, tule, and rush mats covered temporary summer house frames, sleeping benches, and stored food"
1654,1121,were sat on during meals (Barnett 1955:121-2
1655,1121,Stern 1934:92)
1656,1122,"1. Placename: ""Place of Rushes"" , roughly where the Empress Hotel stands today. The valley leading to Beacon hill from Pshay at the Inner Harbour was very moist and a good place to collect rushes used to make sleeping mats,"
1657,1123,"bucking the tide, go into the wind"
1658,1124,blown on
1659,1124,be blown on
1660,1125,blowing
1661,1126,blow (wind)
1662,1127,book
1663,1128,pound
1664,1129,sail
1665,1130,blow it
1666,1130,blow on something
1667,1130,inflate
1668,1131,beer (from English)
1669,1132,forked stick for cooking fish over a fire
1670,1132,stick for barbecueing
1671,1133,paint (from English)
1672,1134,"book, paper (from English)"
1673,1135,cat (from English)
1674,1136,kitten (from English)
1675,1137,"huckleberry, Vaccinium"
1676,1138,steam
1677,1138,"be steamed. Meat, fish, and plant foods were placed on layer of leaves in pit lined with hot rocks, covered and steamed for one to three days (Barnett 1955:60-1"
1678,1138,Gunther 1927:209).
1679,1139,"1. Placename: ""place of the ghost"" literally means to be haunted or touched by a ghost or an owl. Inland end of Gorge waterway. This was the name for Craigflower Creek which used to be called Deadman River. This river was a Coho"
1680,1140,May
1681,1140,"""when camas is collected"""
1682,1140,dig for camas
1683,1141,skunk
1684,1142,whiteboard
1685,1143,white
1686,1144,September (lit. white month)
1687,1145,smoke
1688,1145,"to be dusty, smoky"
1689,1146,sawdust (confirm)
1690,1147,swell up (as a river)
1691,1148,flounder
1692,1149,pheasant
1693,1150,overflow
1694,1151,sand
1695,1151,sand bar
1696,1152,swelling up (as a river) (unconfirmed)
1697,1153,sand
1698,1154,"cradle, cradle board"
1699,1155,Placename: Coles Bay
1700,1156,float
1701,1156,rise to the surface
1702,1157,"1. Placename: Songhees point. ""Place of Cradles"", Place of cultural importance at mouth of Gorge waterway, where families left cradles of young children once they were able to walk to insure a long life. New dancers̓ staffs were"
1703,1158,smoking
1704,1158,a lot of smoke (from a fire)
1705,1159,sober
1706,1160,Placename: Penelakut Spit on Kuper Island
1707,1161,"Placename: small island just of the coast, west of Cadboro Bay. Also spelled Bukkaynung (Grant Keddie 2003 p.54)"
1708,1162,cone of pine or fir
1709,1162,acorn
1710,1163,canoe shelter
1711,1163,boat house
1712,1164,"Placename: Puyallup, Washington, where hops are picked"
1713,1165,flounder
1714,1166,girl
1715,1166,young lady
1716,1167,Cowichan
1717,1168,cheat
1718,1169,restrained
1719,1169,be in jail
1720,1170,"take it out (of a container), bring it out"
1721,1171,lie face down
1722,1171,be lying face down
1723,1172,bend
1724,1172,"bow the head, face down"
1725,1173,put it in the water
1726,1174,enter the water
1727,1175,"Placename: Traditional village site where the Esquimalt Nation reserve is today. Translated as ""spring water gushing down the beach"". Unsure of etymology, may be related to x̣ʷəq̓íləŋ meaning to drift downstream."
1728,1176,maple tree
1729,1177,Placename: area on the southern shore of the mouth of Cadboro Bay. Also spelled Kakhalaang (Grant Keddie 2003 p.54).
1730,1178,recently
1731,1178,"a while ago, a little while ago"
1732,1179,its spinning (wool)
1733,1180,spin wool
1734,1181,spin it (wool)
1735,1182,thief
1736,1183,house post
1737,1184,sad story
1738,1185,bad
1739,1185,spoil (EG often translates as 'good')
1740,1186,"damaged, get damaged"
1741,1186,"spoiled, get spoiled"
1742,1187,curly
1743,1188,dirty
1744,1188,to be very dirty
1745,1188,(to be many dirty people)
1746,1189,"drowning, be drowning"
1747,1190,dull
1748,1190,be unsharpened
1749,1191,"salmon eggs, salmon roe"
1750,1192,thieves
1751,1193,police officers (plural)
1752,1194,dream
1753,1194,to dream
1754,1195,repeat
1755,1196,baby who is always nursing
1756,1197,shell
1757,1198,nurse
1758,1198,give a baby the breast
1759,1199,"1. Placename: The people from this village at Witty’s Beach later moved to Becher (Chowits’en) Bay. The Klallam chief Tl’eixum (ƛ̓eyx̣əm-spelled Tly-a-hum on the Douglas treaty for the Quqay’uqun) who according to the treaty,"
1760,1200,"loose, be loose"
1761,1201,"weak, be weak"
1762,1202,police
1763,1202,police officer
1764,1203,elbow
1765,1204,salmon (Coho or silver salmon)
1766,1205,"sad, to be sad"
1767,1206,"salmon eggs, salmon roe"
1768,1207,its roe (his/her/their/its roe)
1769,1208,camp
1770,1208,be camping
1771,1209,camp
1772,1209,be camping
1773,1210,breast
1774,1211,south
1775,1211,south east
1776,1212,water
1777,1213,get water
1778,1213,dip water up
1779,1214,hazel nut
1780,1215,speak
1781,1215,be made to speak
1782,1216,speak
1783,1216,tell
1784,1217,speak (he/she/it speaks)
1785,1218,speak
1786,1218,be made to speak
1787,1219,dwarf
1788,1219,little person
1789,1220,hair of body
1790,1221,miss it
1791,1221,not connecting with
1792,1222,camas (blue camas bulb) (MM spells kʷɬaʔ)
1793,1223,log
1794,1224,"camas, (blue camas flower)"
1795,1225,shoes
1796,1225,boots
1797,1226,fire stones (unverified spelling)
1798,1227,sea inlet
1799,1228,toenail
1800,1229,crab apple
1801,1229,Malus fusca (Crab apple wood was burned and live charcoal was carried in clam shells on long trips to provide fire (Stern 1934:55).
1802,1230,devil’s club
1803,1230,"Opolopanax horridus (With spines removed, the stems are charred and mixed with grease or face cream for black face paint)."
1804,1231,drink (to drink)
1805,1232,drinking
1806,1232,drink heavily (as in alcohol)
1807,1233,"1. tan hides, to tan hides. Elk and deer skins were dressed by women, who soaked them in water and scraped off the hair. Hides were then washed, rubbed with deer brains and fat, and smoked. Finished skins were made into shirts,"
1808,1234,Placename: Quamichun (Cowichan?)
1809,1235,sea
1810,1236,mosquito
1811,1237,talkative
1812,1238,scolding
1813,1238,speaking harshly
1814,1238,being scolded
1815,1239,"spoken to, be spoken to"
1816,1240,call to
1817,1240,invite
1818,1241,"dancer’s headdress (conical headdress is made of shredded cedar bark, human hair, or, for novices, wool"
1819,1241,the peak is decorated with eagle feathers).
1820,1242,onion
1821,1243,"cause to speak together, to each other"
1822,1243,cause to discuss
1823,1244,tell from a distance
1824,1244,speak from far away
1825,1245,1. proper name. a famous mythical shaman who lived at the village of q̓ʷəmiʔiqən
1826,1245,he was especially powerful in curing strokes and paralysis
1827,1245,a noble family gave him the rights to perform the sx̣ʷaysx̣ʷe as payment for his
1828,1246,spoken to harshly
1829,1246,be scolded
1830,1247,camas (blue camas)
1831,1248,seagulls
1832,1249,seagull
1833,1250,always rocking a baby
1834,1251,hold
1835,1251,rock in one's arms (as a baby)
1836,1252,speak
1837,1252,to make a speech
1838,1253,talking to each other
1839,1254,Arbutus
1840,1255,cook it
1841,1255,boil it
1842,1256,boil
1843,1257,ankle
1844,1258,elbow
1845,1259,wheel fish
1846,1260,talking
1847,1260,talk a lot
1848,1260,be talkative
1849,1261,speak quietly
1850,1262,drummed
1851,1262,be drummed
1852,1263,elk
1853,1264,scissors (have example recordings of both q̓c̓ə́ʔkʷən and q̓ə́c̓əʔkʷən
1854,1265,diver (pacific loon?)
1855,1265,(xʷik̓ʷs KLM)
1856,1266,skate
1857,1266,ray
1858,1266,Rajiformes spp. Skate were speared as they came toward<br />shore
1859,1266,stomachs were cut out and remainder was boiled
1860,1266,fins might be grilled<br />(Gunther 1927:209
1861,1266,Stern 1934:51).
1862,1267,snail
1863,1267,slug
1864,1268,bitten
1865,1268,be bitten
1866,1269,gather
1867,1269,get together
1868,1270,gathered with
1869,1270,bundled
1870,1271,go in front of
1871,1272,war cane
1872,1272,a war canoe
1873,1273,dig for clams
1874,1274,howl
1875,1275,tie it (cause to be tied)
1876,1276,drum
1877,1276,beat a drum
1878,1277,girls (plural)
1879,1277,young girls
1880,1277,maidens
1881,1278,girls
1882,1278,young girl
1883,1278,maiden
1884,1279,tie it
1885,1279,bind it
1886,1280,reflection
1887,1281,"sweet, be sweet"
1888,1282,pay someone
1889,1283,"bite, to bite"
1890,1284,"cradle, swing"
1891,1285,indeed
1892,1285,really
1893,1286,bite oneself
1894,1287,bites it on purpose
1895,1287,he/she/they bite it on purpose
1896,1288,summer camp: “many are camping”
1897,1289,tent (as used in the bigouse)
1898,1290,whale (generic term). Whaling was not common among Lenkwungen people. Whale might be harpooned by a seal hunter or utilized when it came ashore dead (Barnett 1955:92
1899,1290,Suttles 1952:11).
1900,1291,preserve
1901,1291,put up (food)
1902,1292,tie many things
1903,1293,"1. Placename: Gorge: Village site at inland end of Gorge waterway near ščaaɫ and sxʷsepsəm. Though the entire Gorge waterway had the name Q’əm̓asəŋ, the sacred spot at the rapids where the young woman Qəm̓asəŋ met Xeʔels was at"
1904,1294,meet
1905,1294,gather
1906,1295,ribbon
1907,1295,hair tie
1908,1296,"late, be late"
1909,1296,"slow, be slow"
1910,1297,crutches
1911,1298,shadow or reflection
1912,1298,nightmare(?)
1913,1299,intestines
1914,1300,spider
1915,1301,"short of, be short of"
1916,1301,scarce
1917,1302,"wild celery, Indian consumption plant"
1918,1303,"can, tin can"
1919,1304,shell
1920,1305,oceanspray (plant-Spirae discolour)
1921,1306,moss
1922,1307,cane
1923,1308,tangling it
1924,1309,eye
1925,1310,Saturday
1926,1311,"tear (she is breaking thread, string)"
1927,1312,owl (screech owl)
1928,1313,"join a group, together"
1929,1314,walk together
1930,1315,accompanied on foot
1931,1315,be accompanied on foot
1932,1316,pine
1933,1316,jack pine (unconfirmed)
1934,1317,die
1935,1318,they kill him/her/it
1936,1319,"kill oneself, commit suicide"
1937,1320,killed (be killed)
1938,1320,beaten to death
1939,1321,they killed them
1940,1322,"killing, be killing"
1941,1323,burned to death
1942,1323,badly burned
1943,1324,pin
1944,1325,dance (to dance)
1945,1326,disembarks
1946,1326,she/he/they disembark(s)
1947,1327,gamble
1948,1328,borrow
1949,1329,fingernail
1950,1330,deceased spouse
1951,1330,dying
1952,1330,one who is near death
1953,1330,paralyzed
1954,1331,put together
1955,1331,combine
1956,1331,mix together (ingredients)
1957,1331,put something with it
1958,1332,combining
1959,1332,
1960,1332,be combined
1961,1332,being put together
1962,1333,kill it/him/her/them
1963,1334,beware
1964,1334,look out for
1965,1334,be careful
1966,1335,belch
1967,1336,die
1968,1337,get out of
1969,1337,get off
1970,1337,disembark
1971,1338,unload it
1972,1339,rooted
1973,1339,to be rooted
1974,1339,to have roots
1975,1340,fingernails
1976,1340,claw
1977,1340,talon
1978,1341,warn
1979,1342,roll oneself over
1980,1343,warned
1981,1343,be warned by
1982,1344,Cowichan village near Green Point
1983,1345,"1. boy's puberty. When a boy̓s voice began to change, he underwent rigorous training, including fasting, bathing in cold water, and scrubbing his body with twigs, and endured other physical hardships to prepare himself for"
1984,1346,wrinkle
1985,1347,we met each other
1986,1348,ear
1987,1349,cooked (be cooked)
1988,1349,roasted
1989,1349,barbecued
1990,1349,bake
1991,1350,grill
1992,1350,roast
1993,1351,"grill, roast. Smelt, flounder, skate fins, dried salmon, mussels, and fern roots were grilled on sticks over an open fire<br />(Gunther 1927:209).<br />"
1994,1352,do with it
1995,1353,happen to it
1996,1354,snake
1997,1355,"Placename: Somenos (Samuna'), Cowichan Village at Duncan"
1998,1356,cheeks
1999,1357,clam (butter clam)
2000,1358,"elder, elderly person"
2001,1358,old
2002,1359,clothes
2003,1360,"Placename: This name for Willow’s Beach refers to the driftwood that washes up on the beach (see čəŋéɬč- oak tree). Ned Williams’ father, ƛ̓’yəc̓kiʔnəm (Tl'iuts’ki’num, used to live in a Bighouse near here."
2004,1361,peninsula
2005,1361,point of land
2006,1361,arrow point
2007,1362,food
2008,1362,meal
2009,1363,pijamas
2010,1363,night gown
2011,1364,elders
2012,1364,old people (plural)
2013,1365,hearing
2014,1366,hearing
2015,1366,listening
2016,1367,hearing
2017,1367,overhearing
2018,1368,body
2019,1368,soul
2020,1368,spirit
2021,1368,animate or living part of a person or animal
2022,1369,berry
2023,1369,fruit (generic term)
2024,1370,bay (unconfirmed)
2025,1371,"1. Placename: located where the Chinese Cemetery is today between Ross Bay and Gonzales Bay. The name comes from a story: Xe’els was traveling with his companions Mink and Raven, teaching the people how to lead proper lives."
2026,1372,rhubarb (Indian rhubarb)
2027,1373,trail
2028,1373,road
2029,1373,doorway
2030,1374,go up from the water
2031,1375,take something up from the water
2032,1376,harpooning: harpoon hunting
2033,1377,harpoon
2034,1378,lip (upper)
2035,1379,bones
2036,1380,bone
2037,1381,worm
2038,1382,leaf
2039,1383,chair
2040,1384,left foot
2041,1385,left
2042,1385,left hand
2043,1385,left side of body
2044,1386,Placename: traditional name for Chatham Island
2045,1387,leaves
2046,1388,skull
2047,1389,Placename: Albert Head
2048,1390,Placename: Albert Head
2049,1391,cat tail
2050,1391,bullrush
2051,1391,cattail
2052,1392,branch of a tree
2053,1393,wood
2054,1393,firewood
2055,1394,"really (that which is really, very or truly something)"
2056,1395,"useful, very good"
2057,1396,work
2058,1396,the work
2059,1397,twins. Birth of twins is auspicious (good luck) as both parents and children are thought to have special supernatural power (Barnett 1955:135
2060,1397,Gunther 19~7:237: Stern 1934:14-15).
2061,1398,halibut
2062,1398,Hippoglossus stenolepis.
2063,1399,Placename: West Saanich
2064,1400,"work, job, labour"
2065,1401,maker
2066,1401,worker
2067,1402,"cousins, kinsmen"
2068,1402,many friends
2069,1403,"become straight, be corrected"
2070,1404,fish (generic term)
2071,1405,"fall, a fall"
2072,1406,bear (black bear)
2073,1407,wool
2074,1407,yarn
2075,1408,Placename: Village in the Oak Bay area south of Cadboro Bay
2076,1409,"ride (travel upon something, such as a horse)"
2077,1409,straddle(?)
2078,1410,"time, year, custom, tradition"
2079,1411,"time, way, custom, tradition"
2080,1412,Monday
2081,1413,jobs
2082,1414,"time, way, custom, tradition"
2083,1415,where you come from
2084,1416,firewood
2085,1417,a big run of fish
2086,1417,lots of fish
2087,1418,fishing ground
2088,1419,"seed, garden"
2089,1420,the child she had (his/her/their child)
2090,1421,"fire (noun) , flames"
2091,1422,"smart, one who is clever, know how to"
2092,1423,half moon
2093,1424,Placename: area in Teečəmitsə territory near where Royal Roads University is today.
2094,1425,West wind
2095,1425,(Southwest wind?)
2096,1426,"hat, a hat"
2097,1427,"hat, a hat"
2098,1427,cap
2099,1428,toenail
2100,1429,stick
2101,1429,short stick carried by an initiated spirit dancer
2102,1430,"1. Placename: area across the harbour from Esquimalt reserve, translated as ""mouldy beach"". When harvesting clams at this small beach inside Rodd Point, the people would turn over rocks which were moldy, or covered in algae on"
2103,1431,"straight, correct, right, have form or shape"
2104,1432,"1. Placename: Village site and northern end of Esquimalt Harbour, translated as ""Stones with green moss hanging from them"". Jimmy Fraser recalled there being a village “where the sawmill was”. Wilson Duff thinks this was on the"
2105,1433,"Placename: the mouth of Victoria Harbour leading up to q̓əmasəŋ, near ogden point"
2106,1434,Placename: Chemainus. People of Chemainus Bay
2107,1435,"club, war club. A paddle-shaped club of stone, bone or heavy wood was the principal weapon for close combat. Each was about one foot long and attached to the wrist with a short thong (Barnett 1955:269"
2108,1435,Gunther 1927:268).
2109,1436,hit by someone or something
2110,1437,manage to lift it
2111,1438,"digging, be digging"
2112,1439,who
2113,1439,one who
2114,1439,anyone
2115,1439,whose (pronoun)
2116,1440,woodpecker (pileated woodpecker). (A common spirit helper for canoe-builders<br />(Barnett 1955:111)
2117,1440,the shaman often wore woodpecker feathers in his<br />hair (Barnett 1955:149).
2118,1441,woodpecker
2119,1442,"order someone, tell someone what to do (he tells her)"
2120,1443,lie down
2121,1444,sour
2122,1444,acidic
2123,1444,it is sour/acid
2124,1445,push
2125,1445,pushing it(?)
2126,1446,"tidy, to tidy"
2127,1446,put in order
2128,1446,straighten up
2129,1447,so then
2130,1447,and so
2131,1448,men
2132,1449,"she, her, that (female) person"
2133,1449,
2134,1450,"they, them, those (female) people"
2135,1451,she
2136,1451,her (person is visible to the speaker)
2137,1452,pocket
2138,1453,dancer's costume
2139,1454,remember (a memory(?))
2140,1455,happy
2141,1455,be happy
2142,1456,soul
2143,1456,life force
2144,1457,"right, right hand, right side of body"
2145,1458,right foot
2146,1459,upper class
2147,1460,hole in the ground
2148,1461,mountain top
2149,1462,"1. teasing wool. An early step in preparation of wool for weaving to be or knitting. After the raw wool has been washed, it is separated by hand into small clumps so that foreign material. (leaves, twigs, dirt) will either fall"
2150,1463,tease wool
2151,1464,teased wool
2152,1465,curved
2153,1466,hair on head
