category,english,lummi,part_of_speech,context_notes,source,eng_tokens,lummi_tokens
vocabulary,maple ( a. macrophylla ),küm′ an-ilp,noun,,original,5,2
vocabulary,marrow of legs,tüts-üsh′shins,noun,,original,3,1
vocabulary,mat,slä′wün;,noun,,original,1,1
vocabulary,me,I,noun,,original,1,1
vocabulary,meat,slé-ük,noun,,original,1,1
vocabulary,mend,"_to_, chüts-ül-kwüt′tün",noun,,original,1,2
vocabulary,merganser ( mergus am. ),kwa-ōkw;,noun,,original,5,1
vocabulary,( mergus serrator ),sküm-mätsh,noun,,original,4,1
vocabulary,merry,nüks-né-ni,noun,,original,1,1
vocabulary,middle ( of length ),á-no-wüls,noun,,original,5,1
vocabulary,mink,"kai-yakh, s'ché-a-kün",noun,,original,1,2
vocabulary,mist light rain,LheLhemexw,noun,,original,3,1
vocabulary,mistake,"_to_, _either in speech or on the road_, mäl-min",noun,,original,1,9
vocabulary,mole,spi-lá-wün,noun,,original,1,1
vocabulary,molluscs,"RADIATES, ETC.:",noun,,original,1,2
vocabulary,mom,Tan,noun,,original,1,1
vocabulary,moon,kl-káltsh,noun,,original,1,1
vocabulary,morning,skwá-chi,verb/gerund,,original,1,1
vocabulary,mosquito,kwá-an,noun,,original,1,1
vocabulary,mother,tān,noun,,original,1,1
vocabulary,mother-in-law,_idem_,noun,,original,1,1
vocabulary,mountain ( same as rock ),sng-ánt,noun,,original,6,1
vocabulary,mountain blueberries,WhomeLes,noun,,original,2,1
vocabulary,mountain goat ( aploceras ),"swét-le, pi-külkh-kan",noun,,original,5,2
vocabulary,mouse,kwa′tün,noun,,original,1,1
vocabulary,mouth,sá-sün,noun,,original,1,1
vocabulary,move farther,yi-hé-wül tül-lá;,noun,,original,2,2
vocabulary,mt. baker,KweLshan,noun,,original,2,1
vocabulary,much,n'gun;,noun,,original,1,1
vocabulary,mussel,Lhaoqem,noun,,original,1,1
vocabulary,mussel ( mytilus ),klâ-küm,noun,,original,4,1
vocabulary,my,ti-us;,noun,,original,1,1
vocabulary,my canoe,nus-kwá n'shwâ-atl,noun,,original,2,2
vocabulary,my house is also there at lummi,Tl'al sen tse ne a'leng la' etse Xwlemi,noun,,original,7,8
vocabulary,n. w. and north,s'chá-yüm,noun,,original,4,1
vocabulary,nails,"t'sâls, chi-sá-lis",noun,,original,1,2
vocabulary,naked,klüt-säng,noun,,original,1,1
vocabulary,name,s'nä;,noun,,original,1,1
vocabulary,name of a tribe on fraser river,generally known as Maskwies_);,noun,,original,7,4
vocabulary,navel,mük′h-hwoi-ye,noun,,original,1,1
vocabulary,near,"kl-ké-a-ke, tüt-lé-kai, sti-talst′",noun,,original,1,3
vocabulary,neck,tatsh-süns,noun,,original,1,1
vocabulary,needle,chät′sün,noun,,original,1,1
vocabulary,net,"_for catching ducks, etc._, tük′hüm;",noun,,original,1,5
vocabulary,new,háu-wüs,noun,,original,1,1
vocabulary,night,snat,noun,,original,1,1
vocabulary,nine,"tük'hw, tük-whä-la, tük-whalt-hu",noun,,original,1,3
vocabulary,nisqually  at-suts,"_and to be really an adverb signifying ""presence""",noun,,original,2,8
vocabulary,no,"a-wá, a-wükh′, ókh-wa",noun,,original,1,3
vocabulary,none,"_there is none_, a-wün′na;",noun,,original,1,4
vocabulary,nooksack,Nexw Ts'aq,noun,,original,1,2
vocabulary,north wind,Schoy'em,noun,,original,2,1
vocabulary,nose,nük′sün,noun,,original,1,1
vocabulary,nostrils,skwá-lük-sen,noun,,original,1,1
vocabulary,now,"ti-a, ti-an′k'h",noun,,original,1,2
vocabulary,oak,s'chüng-altsh,noun,,original,1,1
vocabulary,octopus,Skamoux,noun,,original,1,1
vocabulary,off shore,tâl,noun,,original,2,1
vocabulary,old,"tsa-küng, snük-kái;",noun,,original,1,2
vocabulary,one,"nüt-sa, nat′sa, tsak′wüt-hu",noun,,original,1,3
vocabulary,or by incantation,similar to the Chinook tamánowas_,noun,,original,3,5
vocabulary,orange,KwiemeL,noun,,original,1,1
vocabulary,oregon grape,Seni,noun,,original,2,1
vocabulary,os calcis,kát-lin-süns,noun,,original,2,1
vocabulary,oulakan ( thaleïchthys ),ti-a-ko-wa,noun,,original,4,1
vocabulary,our country,tsá-kwün tüng′-hu,noun,,original,2,2
vocabulary,out doors,"sét-lüng (a′lüng, _a house_)",noun,,original,2,4
vocabulary,owl,chietnexw,noun,,original,1,1
vocabulary,owls,"great horned owl, che′-tüng-hu;",noun,,original,1,4
vocabulary,oyster,klokh-klokh,noun,,original,1,1
vocabulary,oyster catcher ( hematopus ),swó-kük,noun,,original,5,1
vocabulary,paddle,"_to_, ist",noun,,original,1,2
vocabulary,pale do.,ni-hwekw,noun,,original,2,1
vocabulary,pan,"_or plate_, lä-sün",noun,,original,1,3
vocabulary,pantaloons,sük-ké-us,noun,,original,1,1
vocabulary,pants,Seqiws,noun,,original,1,1
vocabulary,paunch,spukh,noun,,original,1,1
vocabulary,pencil fish,"_a small fish that comes in schools_, katl",noun,,original,2,8
vocabulary,penis,shel-l_á_,noun,,original,1,1
vocabulary,people,"_i.e._ _Indians_, atl-tá-ling-hu;",noun,,original,1,3
vocabulary,perhaps,yükh-whá,noun,,original,1,1
vocabulary,pigeon,"h'mo, hüm-o'h",noun,,original,1,2
vocabulary,pin,"_a_, hüm-mén;",noun,,original,1,2
vocabulary,pink,Nesq' oLes,noun,,original,1,2
vocabulary,pink salmon / humpy,Henen,noun,,original,4,1
vocabulary,pipe,päkw,noun,,original,1,1
vocabulary,pitch or rosin,smá-nitsh,noun,,original,3,1
vocabulary,plane,"_to_ (_boards_), shé-shüb; (_probably by onomatopœia_)",noun,,original,1,6
vocabulary,plant,"_to_, chin-eng-ütl",noun,,original,1,2
vocabulary,plants,ETC.: (_See also Trees._),noun,,original,1,4
vocabulary,please pass me the,leschenenges tse,noun,,original,4,2
vocabulary,plenty,n'gün,noun,,original,1,1
vocabulary,plover,chit-hün-natsh′,noun,,original,1,1
vocabulary,point  of anything,i-sük′sin,noun,,original,3,1
vocabulary,poor,"_wretched_, sül-lá-wa",noun,,original,1,2
vocabulary,porcupine,Tse'TseLq'en,noun,,original,1,1
vocabulary,porcupine quills,tsüts-ül-kan,noun,,original,2,1
vocabulary,porpoise,kwá-nat,noun,,original,1,1
vocabulary,portage,SiLes,noun,,original,1,1
vocabulary,possum,Sq'eLhten,noun,,original,1,1
vocabulary,posts  for supporting the roof of a house,kä-kan,noun,,original,8,1
vocabulary,pound,"_to_ (_as seeds, grain_), kli-a-kwéng-ütl",noun,,original,1,5
vocabulary,prairie,spelkh′han,noun,,original,1,1
vocabulary,pregnant,skä-kwi,noun,,original,1,1
vocabulary,presently,hwa-sing-ang′a;,noun,,original,1,1
vocabulary,prickly pear ( cactus ),tsä-ta,noun,,original,5,1
vocabulary,pull the hair,"_to_, heng-ükw-tün",noun,,original,3,2
vocabulary,put down,"_to_, sä-kws",noun,,original,2,2
vocabulary,put into,"_to_, _imp._, nu-ás ats-ches-sük",noun,,original,2,4
vocabulary,put on,"_to_, _pantaloons_, hük-éw-sing;",noun,,original,2,3
vocabulary,quahog ( saxidomus ),sákh-hwa;,noun,,original,4,1
vocabulary,quills,stli-käl,noun,,original,1,1
vocabulary,rabbit,Hepit,noun,,original,1,1
vocabulary,raccoon,Sxy'ekwes,noun,,original,1,1
vocabulary,racoon,blōps,noun,,original,1,1
vocabulary,rain,slüm′mōkh,noun,,original,1,1
vocabulary,rainbow,Xweteshen,noun,,original,1,1
vocabulary,raining,Lhemxw,verb/gerund,,original,1,1
vocabulary,raise up,"_to_, sä-at",noun,,original,2,2
vocabulary,rake,"_for taking herring and other small fish_, tlet′ha-men",noun,,original,1,8
vocabulary,rapid,"_in a river_, kwet′chüm",noun,,original,1,4
vocabulary,rat,Kwaten,noun,,original,1,1
vocabulary,rat fish,Sqemene,noun,,original,2,1
vocabulary,raven,sku-takh,noun,,original,1,1
vocabulary,raw,hets,noun,,original,1,1
vocabulary,red,"n'sük'h, n'sükw",noun,,original,1,2
vocabulary,red cedar ( juniperus ),pits-in-ái-ilp,noun,,original,5,1
vocabulary,red pine ( p. ponderosa ),kwa-kwa-yé-la-hilp,noun,,original,6,1
vocabulary,red raspberry,tük′wüm,noun,,original,2,1
vocabulary,restroom,emetexw,noun,,original,1,1
vocabulary,ribs,lük-h'ws,noun,,original,1,1
vocabulary,river,stá-lo;,noun,,original,1,1
vocabulary,road,satl,noun,,original,1,1
vocabulary,roast,"_to_, _in ashes_, tül-lák;",noun,,original,1,4
vocabulary,robin,kweskek,noun,,original,1,1
vocabulary,robins ( t. naevius ),kwüs-kük'h;,noun,,original,5,1
vocabulary,( t. migrat. ),tsel-tcha,noun,,original,4,1
vocabulary,rock,sng-ánt,noun,,original,1,1
vocabulary,roe,he-a-hetl;,noun,,original,1,1
vocabulary,root of do.,ko-ma-lokh,noun,,original,3,1
vocabulary,roots,ko′mel-lokh,noun,,original,1,1
vocabulary,roots of do. ( eaten ),skwi′yu,noun,,original,6,1
vocabulary,rope,hwé-lüm,noun,,original,1,1
vocabulary,rose bush,kül-kél,noun,,original,2,1
vocabulary,rotten wood,pi-kwái,noun,,original,2,1
vocabulary,ruffed grouse,"skwüts, skwüts′ha",noun,,original,2,2
vocabulary,run,"_to_, kwâ-nüng-üt, kwá-nüng-it",verb,,original,1,3
vocabulary,s'hui-áb,"_or_ S'hui-ám, _the pre-human demon race_",noun,,original,1,6
vocabulary,s'it,lün^2;,noun,,original,1,1
vocabulary,s. s. e.,skang-üt,noun,,original,3,1
vocabulary,s. w.,s'chis,noun,,original,2,1
vocabulary,sad,"hätl-tin, hütch-ing′én",noun,,original,1,2
vocabulary,saddle or hind quarters,"as-satch-chatsh (chus-sa, _two_)",noun,,original,4,3
vocabulary,sail,"_make sail_, _imp._, chai-a-kwün pa-kwün;",noun,,original,1,5
vocabulary,salal berry,Taqe',noun,,original,2,1
vocabulary,salamander,pét-h'yil,noun,,original,1,1
vocabulary,salmon,"_generic_, s'chän-hu.--",noun,,original,1,2
vocabulary,salmon berry,al-é-la,noun,,original,2,1
vocabulary,salt,klat′lün,noun,,original,1,1
vocabulary,salt water,TL'aLh,noun,,original,2,1
vocabulary,sand beach,"s'het (_Lummi_), si-et′süm (_Kwantlen_)",noun,,original,2,4
vocabulary,sand spit,na-wa-létsh,noun,,original,2,1
vocabulary,sand-hill crane,slem,noun,,original,2,1
vocabulary,sandy point,Sly'eksen,noun,,original,2,1
vocabulary,scales,slés,noun,,original,1,1
vocabulary,scoop,"_for bailing a canoe_, tsang′tün",noun,,original,1,5
vocabulary,scrape,"_to_, ekht",noun,,original,1,2
vocabulary,scratch,"_a_, si-héks",noun,,original,1,2
vocabulary,sea,"klals, kt'hlals",noun,,original,1,2
vocabulary,sea cucumber,Tsikwt,noun,,original,2,1
vocabulary,sea ducks ( generic ),kwal′-hu,noun,,original,5,1
vocabulary,sea egg ( echinus ),skwét-si,noun,,original,5,1
vocabulary,sea lion,Eshes,noun,,original,2,1
vocabulary,sea otter,tüm′müs,noun,,original,2,1
vocabulary,sea slug ( holothuria ),sekt,noun,,original,5,1
vocabulary,sea weeds,chil-lüm,noun,,original,2,1
vocabulary,seagull,kweni',noun,,original,1,1
vocabulary,seal,_á_ss′hu,noun,,original,1,1
vocabulary,see,"_to_, lang-üt, lang-it",verb,,original,1,3
vocabulary,see you later,Langnexw sen -se,verb,,original,3,3
vocabulary,sehome,Sy'hom,noun,,original,1,1
vocabulary,sell,"_to_, hwi-mä′la",noun,,original,1,2
vocabulary,seven,"tsâkws, tsük-sä-la, sük-sält-hu",noun,,original,1,3
vocabulary,sew,"_to_, chets",noun,,original,1,2
vocabulary,shadow,Q'eq'etLe,noun,,original,1,1
vocabulary,shake hands,"_to_, kwün-sest′",noun,,original,2,2
vocabulary,shallow,shái-shüm,noun,,original,1,1
vocabulary,sharp,ái-yas,noun,,original,1,1
vocabulary,sharpen,"_to_, _to whet on a stone_, t'kas",noun,,original,1,7
vocabulary,shawl,süt-sá-müsh,noun,,original,1,1
vocabulary,shells,ká-ya-men,noun,,original,1,1
vocabulary,shi-nám,_magic or medicine_,noun,,original,1,3
vocabulary,shirt,küts-á-lis;,noun,,original,1,1
vocabulary,shoes,"_moccasins_, s'klük′a-shin",noun,,original,1,2
vocabulary,shoot,"_to_, _with a bow_, ts-män",noun,,original,1,5
vocabulary,shot,hüs-üm-ákw,noun,,original,1,1
vocabulary,shoveller ( spatula ),klel-lük-tük-sen,noun,,original,4,1
vocabulary,shrimp,TLemwechen,noun,,original,1,1
vocabulary,sick,s'hatl,noun,,original,1,1
vocabulary,silver salmon / coho,Q'echqs,noun,,original,4,1
vocabulary,sinews of back,tüng-é-sens,noun,,original,3,1
vocabulary,sinews of legs,kli-é-mins,noun,,original,3,1
vocabulary,sing,"_to_, t'e-lüm, te′lim",verb/gerund,,original,1,3
vocabulary,sister,"_elder_, á-lish;",noun,,original,1,2
vocabulary,sister's husband,_idem_,noun,,original,2,1
vocabulary,sister-in-law,s'ng-at′hwun,noun,,original,1,1
vocabulary,sit,"_to_, üm-müt, üm-mit, tsüm-má-no",noun,,original,1,4
vocabulary,sit still,enixw,noun,,original,2,1
vocabulary,six,"t'hünkh, tükh-hüng-ä-la, tükh-hüng-ält-hu",noun,,original,1,3
vocabulary,skate,kákh-kōkh,noun,,original,1,1
vocabulary,skate fish,Q'aqo,noun,,original,2,1
vocabulary,skin,"_dressed_, hül-kün;",noun,,original,1,2
vocabulary,skunk,süp-pük,noun,,original,1,1
vocabulary,sky,"sé-ishl, skwái-yil",noun,,original,1,2
vocabulary,ské,ükl?,noun,,original,1,1
vocabulary,slang′üt; (lä,"tsi _seems to be ""at"" or ""into;"" vide ""at"" and",noun,,original,2,10
vocabulary,sleep,"_to_, ét-t-t, é-tüt-tüt, i-tit",noun,,original,1,4
vocabulary,sleepy,a-tá-tüng,noun,,original,1,1
vocabulary,slowly,o-s'n-ang'h,noun,,original,1,1
vocabulary,slug ( limax ),kai-yat′lin,noun,,original,4,1
vocabulary,small,mi-mé-min,noun,,original,1,1
vocabulary,small bird,tetem,noun,,original,2,1
vocabulary,small brake,tsük′kwa,noun,,original,2,1
vocabulary,small kinds,skókh-kwa,noun,,original,2,1
vocabulary,small owl,kwai-el-hu,noun,,original,2,1
vocabulary,small round clam ( venus ),sküt-hlai;,noun,,original,6,1
vocabulary,small sea urchin,Sqw'itsi,noun,,original,3,1
vocabulary,small woodpeckers,tsüt-tüng,noun,,original,2,1
vocabulary,smell,"_a_, häkw",noun,,original,1,2
vocabulary,smelt /hooligan,Q'eLhs,noun,,original,2,1
vocabulary,smoke,"_to_, _a pipe_, smä-nis-tin (smá-nüsh, _tobacco_);",noun,,original,1,6
vocabulary,snake,s'alkh′ka,noun,,original,1,1
vocabulary,sneeze,"_to_, hä-sing",noun,,original,1,2
vocabulary,snipe,skekae,noun,,original,1,1
vocabulary,snore,"_to_, hwá-na-küng",noun,,original,1,2
vocabulary,snow,ná-ka,noun,,original,1,1
vocabulary,snow berry,Pepiyes,noun,,original,2,1
vocabulary,snow finch,tchi-sa-wütsh,noun,,original,2,1
vocabulary,snow goose,"kla-wükh-han, kla-hwa′han",noun,,original,2,2
vocabulary,snow on the ground,Ngake,noun,,original,4,1
vocabulary,snowberry bush,pat-saltsh,noun,,original,2,1
vocabulary,snowing,Chiekw,verb/gerund,,original,1,1
vocabulary,soap berry,Sxwaasem,noun,,original,2,1
vocabulary,sockeye,Seki,noun,,original,1,1
vocabulary,son,ng-üu′na,noun,,original,1,1
vocabulary,son or daughter,ng'ün′na,noun,,original,3,1
vocabulary,soul,"_the_, sül-lé",noun,,original,1,2
vocabulary,sour,sá-han,noun,,original,1,1
vocabulary,south wind,Sqa'anget,noun,,original,2,1
vocabulary,sow,"_to_, _grain_, _&c._, chái-its (chai, _to work_)",noun,,original,1,7
vocabulary,spanish moss,stül-hái-is,noun,,original,2,1
vocabulary,sparrow hawk,süs-so-wak-chil-la,noun,,original,2,1
vocabulary,speak,"_to_, kwal",noun,,original,1,2
vocabulary,spear,"_to_, _water fowl_, t'kwa′-nüm;",noun,,original,1,4
vocabulary,spider crab,ku-kwátl-shin,noun,,original,2,1
vocabulary,spirit duck ( albeola ),"hekh-kün-né, k'k-hün′na",noun,,original,5,2
vocabulary,spiræa,kads-sulch,noun,,original,1,1
vocabulary,split wood,"_to_, sküt",noun,,original,2,2
vocabulary,spoon,lhopen,noun,,original,1,1
vocabulary,spring,"tchin-kwé-lis, tchin-kwai-lus",verb/gerund,,original,1,2
vocabulary,spruce fir ( abies menzesii ),chi-kwüt′lp,noun,,original,6,1
vocabulary,squalicum,Qwolouxqem,noun,,original,1,1
vocabulary,squirrel,Ts'epsiosen,noun,,original,1,1
vocabulary,squirrel ( sciurus ),tsip-si-á-sün,noun,,original,4,1
vocabulary,stab,"_to_, met-át-üng-kwa;",noun,,original,1,2
vocabulary,stand,"_to_, sít-lün",noun,,original,1,2
vocabulary,star,"kó-s'n, kâ-s'n",noun,,original,1,2
vocabulary,star fish,"kwül-lá-chi, kül-lä-sis",noun,,original,2,2
vocabulary,starfish,T'omeLtL'e,noun,,original,1,1
vocabulary,stay,"_I will stay_, a-wüs-sin",noun,,original,1,4
vocabulary,steal,"_I stole_, as-kwa-kan′;",noun,,original,1,3
vocabulary,steamer clam,SkweLhey',noun,,original,2,1
vocabulary,steelhead,Q'ixw,noun,,original,1,1
vocabulary,steer,"_to_, chün-nä-set; chük-ke-nüng",noun,,original,1,3
vocabulary,steersman,"_of canoe_, as-kwá-at",noun,,original,1,3
vocabulary,step father,n's-gnä-ün,noun,,original,2,1
vocabulary,step mother,_idem_,noun,,original,2,1
vocabulary,stockade,"_fence_, kül-lükh′han",noun,,original,1,2
vocabulary,stommish grounds,Wexlium,noun,,original,2,1
vocabulary,stone,chet-hlákh;,noun,,original,1,1
vocabulary,stone crab,ku-kwin-nó-wa,noun,,original,2,1
vocabulary,stop,"_I will stop here_, o-at′la-sün (_perhaps ""I have arrived""_);",noun,,original,1,9
vocabulary,stormy,HoteLh,noun,,original,1,1
vocabulary,story,Sxwiam,noun,,original,1,1
vocabulary,strawberries,TiLeqw,noun,,original,1,1
vocabulary,strike,"_to_, _with the fist_, nüt-sás-tüng",noun,,original,1,5
vocabulary,striped,as-hé-ütsh,noun,,original,1,1
vocabulary,striped squirrel ( tamias ),hwé-pe-chin,noun,,original,5,1
vocabulary,strong,"kâm-küm, kwüm-kwüm",noun,,original,1,2
vocabulary,sturgeon,skwá-wütsh,noun,,original,1,1
vocabulary,su-kwái,"_brook trout_ (_S. stellatus_, GRD.);",noun,,original,1,5
vocabulary,summer,"kwá-lus (kwá-lis, _warm_) tchin-é-yi",noun,,original,1,4
vocabulary,sun,sku-kül′,noun,,original,1,1
vocabulary,sunshine,Esiteng,noun,,original,1,1
vocabulary,swallow,kwesechen,noun,,original,1,1
vocabulary,swan,ho′ha-han,noun,,original,1,1
vocabulary,sweet,"sak-küng (aikh, _good_)",noun,,original,1,3
vocabulary,swift ( cypselus ),kuk-sátch,noun,,original,4,1
vocabulary,swim,"_to_, tüng-a-áng",noun,,original,1,2
vocabulary,sük,ké (_not ascertained_);,noun,,original,1,3
vocabulary,table,sxwilhen,noun,,original,1,1
vocabulary,tail,klap-ái-sin-itsh,noun,,original,1,1
vocabulary,take,"_to_, kwün′nut (_same as to get_)",noun,,original,1,6
vocabulary,take off,"_to_, kl_á_-lis, klüt-sang′",noun,,original,2,3
vocabulary,tale,"_story_, skwül′kwül",noun,,original,1,2
vocabulary,tall,kl'k-tákhl,noun,,original,1,1
vocabulary,teal ( nettion ),"hüs-natch, chil-si′set",noun,,original,4,2
vocabulary,teeth,chin′nis,noun,,original,1,1
vocabulary,ten,"o′pün, o-pün-ä-la, o-pün-ält-hu",noun,,original,1,3
vocabulary,tern,xwitxw,noun,,original,1,1
vocabulary,territory,Schetenexwen,noun,,original,1,1
vocabulary,testicles,má-tchin,noun,,original,1,1
vocabulary,thank you,hekh,noun,,original,2,1
vocabulary,that,"tül-lá, ta-lé;",noun,,original,1,2
vocabulary,the,Tse,noun,,original,1,1
vocabulary,the cat is walking,Sheteng tse Pish,verb/gerund,,original,4,3
vocabulary,the dog is running,Kwoninget tse Skwemey',verb/gerund,,original,4,3
vocabulary,the nisquallies,"No-kw-makhl _of the Clallams and Skagits, and_",noun,,original,2,7
vocabulary,their father,k'sän män,noun,,original,2,2
vocabulary,there,ta-lá;,noun,,original,1,1
vocabulary,there at lummi,La' etse Xwlemi,noun,,original,3,3
vocabulary,they,"nan-étl-ya, kw'si′a-hál-tün",noun,,original,1,2
vocabulary,they're thinking,Kwenekwan-s,verb/gerund,,original,2,1
vocabulary,thief,kán-kan,noun,,original,1,1
vocabulary,thighs,kat-chat-chs,noun,,original,1,1
vocabulary,thimble berry,Teqwem,noun,,original,2,1
vocabulary,thing,"_things_, stang;",verb/gerund,,original,1,2
vocabulary,this,ti′et-hla,noun,,original,1,1
vocabulary,thorns,chit-tüm-mäs,noun,,original,1,1
vocabulary,thou,nükw;,noun,,original,1,1
vocabulary,thousand,o-pántsh,noun,,original,1,1
vocabulary,thread,"_twine_, hwé-lum",noun,,original,1,2
vocabulary,three,"klikhw, kl-whái-la, kl-whält-hu",noun,,original,1,3
vocabulary,throat,haung′en,noun,,original,1,1
vocabulary,throw,"_to_, _as a stone_, tsi-lakh;",noun,,original,1,5
vocabulary,( in the simiamoo dialect,"é-kwüt; _to throw away with violence_,",noun,,original,5,6
vocabulary,thumb,süs-táls,noun,,original,1,1
vocabulary,thunder,s'hó-hwas,noun,,original,1,1
vocabulary,thy,ti-nük-wa,noun,,original,1,1
vocabulary,thy knife,süns-kwân's-päl-tün,noun,,original,2,1
vocabulary,thyself,tin-tsi-la,noun,,original,1,1
vocabulary,tim,müt.),noun,,original,1,1
vocabulary,to eat,iLhen,verb,,original,2,1
vocabulary,to go across,ShoqweL,verb,,original,3,1
vocabulary,to go around,KeLiset,verb,,original,3,1
vocabulary,to hear,Xwian,verb,,original,2,1
vocabulary,to know,Xchit,verb,,original,2,1
vocabulary,to listen,ELanen,verb,,original,2,1
vocabulary,to look / see,Langet,verb,,original,4,1
vocabulary,to make,Chay',verb,,original,2,1
vocabulary,to play,Emna',verb,,original,2,1
vocabulary,to run,Kwoninget,verb,,original,2,1
vocabulary,to sit,Emet,verb,,original,2,1
vocabulary,to sleep,it't,verb,,original,2,1
vocabulary,to stand,SiLheng,verb,,original,2,1
vocabulary,to swim,Shishqwom,verb,,original,2,1
vocabulary,to talk,Qwal,verb,,original,2,1
vocabulary,to think,Kwenekwan,verb,,original,2,1
vocabulary,to train,Kwechost,verb,,original,2,1
vocabulary,to walk,Sheteng,verb,,original,2,1
vocabulary,to work,Schay',verb,,original,2,1
vocabulary,to write,XeLet,verb,,original,2,1
vocabulary,to-day,"ti-a-káis, ti-o-skwá-chil",noun,,original,1,2
vocabulary,to-morrow,"kwá-chil, kwái-ikhl",noun,,original,1,2
vocabulary,tobacco,smá-nüsh,noun,,original,1,1
vocabulary,tobacco pouch,smá-na-shá-la,noun,,original,2,1
vocabulary,toes,"s'chüs'sün, snó-hwl-shin",noun,,original,1,2
vocabulary,tongue,té-whls,noun,,original,1,1
vocabulary,tools,Chey'ten,noun,,original,1,1
vocabulary,trading house  or store,"shwui-mäl (hwi-mä-la, _to sell_)",noun,,original,4,4
vocabulary,trailing arbutus ( a. uva-ursi ),kwün-neltsh; _the leaves of this,noun,,original,6,5
vocabulary,trees,"_forest_, s'ki-lá-lüng-hu",noun,,original,1,2
vocabulary,trout,Ts'sqwey',noun,,original,1,1
vocabulary,tule or round rush,skwül-lül,noun,,original,4,1
vocabulary,two,"chus-sa, chá-sa, tch's-sält-hu",noun,,original,1,3
vocabulary,tüghs,"_salmon trout_ (_S. Campbelli_, SUCKLEY);",noun,,original,1,5
vocabulary,uncle,"latl, hai'tch; (_as the nephew grows older, the uncle becomes",noun,,original,1,10
vocabulary,uncover,"_to_, küt-lést",noun,,original,1,2
vocabulary,"understand,",-,noun,,original,1,1
vocabulary,urinate,"ché-wa. (_This applies to either sex, there not being a",noun,,original,1,10
vocabulary,village point,SkyLekshen,noun,,original,2,1
vocabulary,vine maple ( a. circinata ),shé-chülp,noun,,original,6,1
vocabulary,w. n. w.,tent-sa-lük,noun,,original,3,1
vocabulary,walk,"_to_, s-tüng, sh-tüng",verb,,original,1,3
vocabulary,want,"_to_, sklé;",noun,,original,1,2
vocabulary,warblers,hu-hwül-lüsh,noun,,original,1,1
vocabulary,warm,"kwass, kwá-lüs",noun,,original,1,2
vocabulary,warm / hot,Kwaeles,noun,,original,3,1
vocabulary,warrior,"nus-chang-kün, mich-kül′lo-wütl",noun,,original,1,2
vocabulary,wash,"_to_, (_the hands_), tsük-sé-sümg;",noun,,original,1,4
vocabulary,( clothes ),tsük-ül-kwo′-tüng;,noun,,original,3,1
vocabulary,( the face ),tsük-wá-süng;,noun,,original,4,1
vocabulary,wash your hands,ts'ekwsiseng,noun,,original,3,1
vocabulary,water,kaukh,noun,,original,1,1
vocabulary,waves,skwüt-la-lák-ün,noun,,original,1,1
vocabulary,we,"ninglkh, kl-ning-ülkh",noun,,original,1,2
vocabulary,weasel,kül-ké-la,noun,,original,1,1
vocabulary,weather,Skwey'eLe,noun,,original,1,1
vocabulary,west,ste-wüt,noun,,original,1,1
vocabulary,west shore village,T'Lopi,noun,,original,3,1
vocabulary,west wind,Stiwet,noun,,original,2,1
vocabulary,wet,"klük-sét, tsa-müng",noun,,original,1,2
vocabulary,whale,Qwenes,noun,,original,1,1
vocabulary,what,"stäng, stäng-wüt;",noun,,original,1,2
vocabulary,whelk,sük-kwái-yükh,noun,,original,1,1
vocabulary,where,a-hén;,noun,,original,1,1
vocabulary,where are you from,Che xin sxw,noun,,original,4,3
vocabulary,where is your house?,Exin kw-en a'leng,noun,,original,4,3
vocabulary,whirl wind / whirl pool,Schonges,noun,,original,5,1
vocabulary,whistle,"_to_, sh-pi-lás",noun,,original,1,2
vocabulary,white,pük'h,noun,,original,1,1
vocabulary,white fir ( a. grandis ),sko′-me-yüks,noun,,original,6,1
vocabulary,who,"wät, wat;",noun,,original,1,2
vocabulary,wife,n'stá-lush (_same as husband_),noun,,original,1,4
vocabulary,wild onion,swél-nitsh,noun,,original,2,1
vocabulary,wild pea,hüm-kwai-á-sin,noun,,original,2,1
vocabulary,wild rye,pshai,noun,,original,2,1
vocabulary,willow,swül-létsh,noun,,original,1,1
vocabulary,willow bark ( used for making seines ),swá-lakh,noun,,original,8,1
vocabulary,wind,st-châng,noun,,original,1,1
vocabulary,wind-pipe,hwang-ün,noun,,original,1,1
vocabulary,wing,"ki-ka′al, sk-ká-al",verb/gerund,,original,1,2
vocabulary,wings,sk-käl,noun,,original,1,1
vocabulary,winter,"chints-é-hüm, chin-sá-tütsh, sá-titsh",noun,,original,1,3
vocabulary,wipe,"_to_, (_the face_), nu-hwa-chá-süng;",noun,,original,1,4
vocabulary,( the hands ),chékw-sim,noun,,original,4,1
vocabulary,wolf,st-kái-ükh,noun,,original,1,1
vocabulary,woman,slá-ni,noun,,original,1,1
vocabulary,wood,s'chütl;,noun,,original,1,1
vocabulary,wood fern,s'hä-lüm,noun,,original,2,1
vocabulary,wood pecker,tsikwt,noun,,original,2,1
vocabulary,woodpeckers,"logcock, skwül-lüt′tün;",noun,,original,1,2
vocabulary,work ( do,"_make_), chái",noun,,original,3,2
vocabulary,worthless,kl-hül-o-_á_s,noun,,original,1,1
vocabulary,wren,te′ti-tüm,noun,,original,1,1
vocabulary,wrestle,"_to_, tsäl-tüng",noun,,original,1,2
vocabulary,write,"_to_, hül′lüt",noun,,original,1,2
